dixon1972dyirbal,mcgregor1990functional,evans1995grammar,birk1976malakmalak,merlan1982mangarayi,tryon1970introduction,osborne1974tiwi,rumsey1982intra,nordlinger1998grammar,leslau1995reference,hudson1974structural,penchoen1973tamazight,sapir1965grammar,breeze1990sketch,innes1966introduction,green1963descriptive,mous1993grammar,kimenyi1980relational,rennison1997koromfe,noonan1992grammar,arensen1982murle,hagman1977nama,kutsch1994ngiti,owens1985grammar,samarin1967grammar,carlson1994grammar,dimmendaal1982turkana,awobuluyi1978essentials,anonby2008phonology,heath2008grammar,schrock2014grammar,schaefer2017grammar,stevenson1938grammar,blackings2003grammar,toews2015topics,heath1999grammar,kawachi2007grammar,bender1996kunama,bruce1984alamblak,roberts1987amele,conrad1991outline,voorhoeve1965flamingo,woollams1996grammar,topping1973chamorro,murane1974daga,bromley1981grammar,oates1968kapau,haiman1980hua,rubino2000ilocano,seiler1985imonda,rau1992grammar,franklin1971grammar,davies1981kobon,de1993forms,terrill1999grammar,davies2010grammar,harrison1976mokilese,josephs1975palauan,cowan1965grammar,wilson1974suena,bowden1997taba,schachter1972tagalog,donohue1999grammar,louwerse1988morphosyntax,reesink1987structures,foley1991yimas,van2016aghu,aikhenvald2008manambu,san2008introduction,kulick2019grammar,fedden2011grammar,de2004short,kratochvil2007grammar,feldman1986grammar,ode2002sketch,hatfield2016grammar,berry1999description,kimball1991koasati,gordon1986maricopa,broadbent1964southern,rude1985studies,abbott2000oneida,moshinsky1974grammar,rice1989grammar,kuipers1967squamish,haas1940tunica,jacobsen1964grammar,rood1976wichita,pitkin1984wintu,lachler2006grammar,bergsland1997aleut,wash2001adverbial,charney1993grammar,watkins1984grammar,jacobson1995practical,robins1958yurok,newman1965zuni,willett2003grammatical,naish1979syntactic,leavitt1996passamaquoddy,dunn1979reference,tuggy1979tetelcingo,hewitt1979abkhaz,kozintseva1995modern,hualde2003grammar,wheeler1999catalan,tiersma1985frisian,van1995grammar,solnit1997eastern,nikolaeva1999ostyak,sohn1999korean,mathiassen1997short,haspelmath1993grammar,chelliah1997grammar,osada1992reference,gruzdeva1998nivkh,yar1969grammar,kornfilt1997turkish,nikolaeva2001grammar,winkler2001udmurt,schmidt1999urdu,maslova2003grammar,facundes2000language,curnow1997grammar,jones1991barasano,harms1994epena,derbyshire1979hixkaryana,chapman1991paumari,everett1986piraha,cole1982imbabura,borgman1990sanuma,valenzuela1997basic,guirardello1999reference,kakumasu1986urubu,romero1997reference,everett1997wari,payne1990yagua,epps2005grammar,wojtylak2020grammar,lai2009time,haude2006grammar,de2005language,bolanos2016grammar,van2006grammar,o2018grammatical,sandalo1995grammar,ribeiro2012grammar,danielsen2007baure
67.7408676147461,66.6345443725586,73.4891357421875,62.87355422973633,76.83487701416016,55.38408660888672,61.060791015625,59.42778778076172,70.34814453125,59.04631805419922,71.33297729492188,64.4354476928711,64.52572631835938,74.63932037353516,63.753936767578125,63.68662643432617,60.34392166137695,61.26472473144531,67.30574035644531,65.06464385986328,73.2610855102539,64.44324493408203,62.37752914428711,61.89303970336914,68.93901062011719,69.04429626464844,75.5822525024414,65.61051177978516,63.065547943115234,64.19805145263672,77.83728790283203,67.81189727783203,71.22257232666016,64.52318572998047,64.757568359375,69.6112289428711,73.55591583251953,69.93755340576172,60.68912887573242,69.8892593383789,67.9615478515625,69.39045715332031,67.3254165649414,62.68883514404297,64.87428283691406,70.39075469970703,61.76112747192383,65.71471405029297,69.75093078613281,69.46344757080078,76.79341125488281,65.01773834228516,68.29603576660156,65.54591369628906,65.7261962890625,64.98558807373047,59.98086929321289,62.00797653198242,64.18304443359375,56.74668502807617,67.06912231445312,67.49459838867188,68.94032287597656,76.97798919677734,68.32301330566406,61.07304000854492,71.19482421875,62.87297058105469,66.65022277832031,69.11231994628906,65.43073272705078,62.966644287109375,61.94350051879883,72.46202850341797,65.26715850830078,58.143131256103516,66.28705596923828,70.60376739501953,69.40044403076172,72.84341430664062,68.13577270507812,63.718910217285156,70.7209701538086,64.82098388671875,67.88162231445312,71.01541900634766,62.935035705566406,66.34000396728516,76.06697082519531,61.48350143432617,67.03173065185547,62.353206634521484,65.98294067382812,64.70252227783203,71.32205963134766,61.028724670410156,62.18389892578125,67.75045776367188,68.86595153808594,65.9923095703125,66.79345703125,66.36127471923828,67.40521240234375,65.641845703125,64.11663055419922,63.83856964111328,68.68701934814453,69.53502655029297,65.21918487548828,70.998779296875,79.59318542480469,65.45072937011719,70.0047836303711,73.70759582519531,71.19831085205078,78.21408081054688,71.5212631225586,74.35042572021484,76.46111297607422,73.62029266357422,67.75070190429688,75.39691162109375,67.36602020263672,69.6402359008789,73.53117370605469,73.55371856689453,61.77520751953125,67.80142974853516,69.15758514404297,66.44700622558594,71.02340698242188,67.71418762207031,68.23164367675781,63.81865310668945,69.15911102294922,66.85350799560547,70.64202880859375,72.83853149414062,73.13835906982422,64.46426391601562,63.58814239501953,68.09088897705078,72.26722717285156,64.78760528564453,67.66264343261719,71.47796630859375,65.6435546875,66.93374633789062
67.13842010498047,64.45060729980469,69.56502532958984,59.706539154052734,73.01566314697266,66.27500915527344,63.45155334472656,70.88782501220703,71.18770599365234,63.35349655151367,70.1089096069336,67.39985656738281,69.37276458740234,73.38040161132812,66.05833435058594,66.1683120727539,68.52456665039062,66.57633972167969,69.6239013671875,66.53024291992188,70.20515441894531,68.71751403808594,67.0078353881836,57.86967468261719,66.95059204101562,64.25101470947266,68.27841186523438,60.702598571777344,57.64302444458008,62.94993591308594,76.29927062988281,62.91941452026367,72.27924346923828,61.83610534667969,68.29060363769531,68.25739288330078,73.34293365478516,68.56371307373047,70.59585571289062,67.5933837890625,64.92938995361328,64.64852142333984,65.96586608886719,57.12256622314453,64.5168685913086,68.53968811035156,59.85486602783203,67.03472137451172,66.78619384765625,69.44932556152344,73.64335632324219,64.94117736816406,70.60184478759766,68.4407958984375,65.72856903076172,63.234336853027344,60.675758361816406,66.0674057006836,69.15311431884766,61.96909713745117,68.58121490478516,67.00495147705078,71.95123291015625,76.7910385131836,65.73931884765625,65.95514678955078,67.81663513183594,68.20822143554688,67.43565368652344,67.24776458740234,63.89118957519531,64.89157104492188,65.66836547851562,68.44864654541016,63.82087326049805,66.7394790649414,63.22030258178711,72.92728424072266,70.05980682373047,68.03425598144531,71.4609146118164,64.7540054321289,63.29554748535156,66.97215270996094,66.69832611083984,71.41822052001953,60.53944396972656,61.374271392822266,71.58153533935547,65.05815124511719,69.67034912109375,63.15239715576172,65.37622833251953,66.32223510742188,69.52372741699219,67.22005462646484,71.04729461669922,61.17306900024414,69.28791809082031,60.22267150878906,69.9477767944336,70.77709197998047,66.03048706054688,70.37290954589844,71.72929382324219,65.00975036621094,67.98004150390625,71.21669006347656,66.91609191894531,71.60118103027344,68.0953369140625,77.7750244140625,69.11536407470703,71.42045593261719,63.0833625793457,66.60198211669922,73.4925537109375,74.7728271484375,71.6719741821289,75.3538818359375,70.23721313476562,74.21907043457031,69.12142944335938,72.5921401977539,66.50157165527344,70.16464233398438,66.42024230957031,63.579593658447266,66.23245239257812,64.30896759033203,67.00880432128906,70.88497924804688,70.21957397460938,64.15221405029297,73.30375671386719,66.14073181152344,65.51431274414062,68.36450958251953,64.34217071533203,61.643646240234375,63.72923278808594,63.83820724487305,68.1641845703125,65.35549926757812,63.08412551879883,74.8760986328125,62.52609634399414,63.39933395385742
67.66268920898438,68.84815979003906,68.54173278808594,59.733760833740234,75.59877014160156,63.36379623413086,58.7102165222168,61.10947799682617,65.68362426757812,54.707706451416016,64.4644775390625,64.23080444335938,63.50048065185547,64.88838195800781,60.256343841552734,62.13813400268555,70.68128967285156,60.54669189453125,65.71778869628906,65.16555786132812,72.24754333496094,72.93852996826172,65.43778991699219,62.69877624511719,65.37034606933594,65.04584503173828,67.84630584716797,65.93563079833984,64.11577606201172,61.16033935546875,71.6871337890625,57.223636627197266,72.3474349975586,67.08612823486328,68.63199615478516,60.55900573730469,73.07146453857422,64.34383392333984,70.7703857421875,66.40507507324219,65.63204956054688,66.45072174072266,65.49627685546875,63.43762969970703,61.69186782836914,74.51988983154297,59.68639373779297,72.54048919677734,66.92462921142578,67.45691680908203,72.60964965820312,61.870174407958984,66.88426971435547,66.09983825683594,67.26515197753906,65.1435775756836,63.88446807861328,66.9763412475586,65.9179458618164,65.00809478759766,67.40876770019531,70.06768798828125,71.8438949584961,71.96514892578125,67.2913589477539,69.42450714111328,71.04783630371094,71.94236755371094,66.87415313720703,70.64888000488281,65.06206512451172,67.9736099243164,67.21064758300781,69.02982330322266,67.58953857421875,62.50975036621094,65.40574645996094,67.7582015991211,72.55451965332031,71.71472930908203,73.26325988769531,68.06641387939453,67.01568603515625,63.78592300415039,63.56497573852539,72.45032501220703,60.94414138793945,64.08919525146484,76.2740707397461,64.53173065185547,66.67809295654297,59.600440979003906,65.75141143798828,66.21651458740234,68.9456787109375,66.28435516357422,66.3309097290039,66.80422973632812,62.88954162597656,65.38591003417969,58.15810012817383,60.92979431152344,65.58045959472656,73.27255249023438,67.33865356445312,67.12431335449219,65.59561157226562,70.71719360351562,67.01087951660156,68.84292602539062,74.98031616210938,68.8248062133789,65.73194885253906,63.241188049316406,67.2624282836914,67.92523193359375,69.3189468383789,72.73261260986328,76.17363739013672,71.38980102539062,68.31573486328125,68.38145446777344,63.82905197143555,66.00397491455078,68.04796600341797,64.41850280761719,67.2487564086914,68.40233612060547,66.08000946044922,64.69440460205078,63.54944610595703,67.54638671875,71.03536224365234,67.09632110595703,70.91242980957031,64.92462158203125,61.181026458740234,66.05256652832031,65.79159545898438,58.04450988769531,62.515472412109375,67.62520599365234,67.7634048461914,65.00595092773438,63.744754791259766,74.98997497558594,63.19585418701172,63.985260009765625
68.3908920288086,72.15115356445312,74.07124328613281,56.161922454833984,72.90550994873047,66.44400787353516,63.41134262084961,66.97391510009766,70.43412780761719,63.229530334472656,67.17805480957031,70.13553619384766,63.089012145996094,70.34004211425781,58.178585052490234,65.30410766601562,69.20880126953125,62.95133972167969,67.2104263305664,61.20405197143555,70.2977066040039,63.7080192565918,64.89308166503906,59.43739318847656,60.00375747680664,70.69116973876953,74.02149200439453,59.55019760131836,65.06390380859375,66.94256591796875,74.07571411132812,65.05474853515625,68.65660858154297,66.61346435546875,63.08600997924805,66.74412536621094,72.80329895019531,67.32967376708984,71.22875213623047,72.41299438476562,68.99666595458984,65.13005065917969,64.0997085571289,61.50471115112305,58.663230895996094,70.50807189941406,61.70658493041992,72.54032897949219,68.3315658569336,64.82174682617188,69.37635803222656,66.81636810302734,67.16477966308594,65.2654800415039,69.41224670410156,66.05512237548828,60.567195892333984,60.04884338378906,64.8824691772461,65.66517639160156,63.38497543334961,66.81794738769531,67.14097595214844,69.03135681152344,66.5604476928711,58.731258392333984,65.63585662841797,67.41858673095703,66.58314514160156,70.02910614013672,66.4169692993164,62.35025405883789,66.48143005371094,70.5877914428711,54.843692779541016,63.80449676513672,62.24190139770508,69.36883544921875,72.93378448486328,67.88124084472656,64.33809661865234,66.81594848632812,64.39573669433594,64.42488861083984,64.8659439086914,65.02180480957031,66.35967254638672,59.39025115966797,68.79525756835938,67.39047241210938,67.18154907226562,63.51944351196289,66.71758270263672,65.61556243896484,70.29576873779297,62.409706115722656,63.34004211425781,66.32858276367188,65.49838256835938,63.74854278564453,64.0290756225586,65.0495376586914,65.67219543457031,76.96758270263672,68.25728607177734,64.92060089111328,63.89323425292969,70.35284423828125,64.04389953613281,66.99701690673828,69.62689971923828,71.11703491210938,68.78497314453125,68.89549255371094,66.80476379394531,73.75430297851562,64.77033996582031,70.64227294921875,69.8927001953125,71.76626586914062,74.05952453613281,70.76348114013672,59.72423553466797,67.52374267578125,64.7532730102539,72.02757263183594,65.39986419677734,66.77828216552734,65.4471435546875,68.021240234375,67.9540786743164,68.31819152832031,70.2430648803711,66.7017593383789,64.07134246826172,65.19985961914062,66.51459503173828,64.28352355957031,64.33812713623047,62.40318298339844,65.60579681396484,62.980430603027344,66.99246978759766,66.28215026855469,70.59380340576172,69.50708770751953,65.85189819335938,65.18511962890625
76.88349151611328,66.6813735961914,66.56071472167969,57.10282897949219,71.25977325439453,59.16527557373047,62.81391906738281,62.706600189208984,69.2880859375,55.72553253173828,63.073760986328125,62.21938705444336,57.58150100708008,70.52259063720703,66.93256378173828,65.47003936767578,69.46316528320312,63.794822692871094,71.33738708496094,63.20179748535156,72.03074645996094,66.05005645751953,68.3194580078125,49.466793060302734,63.1453857421875,61.71814727783203,63.274234771728516,63.798458099365234,64.19805908203125,64.97958374023438,68.6824951171875,63.84788131713867,68.2219467163086,63.81842041015625,62.038612365722656,71.32997131347656,72.9198989868164,65.96820831298828,62.781089782714844,63.670166015625,69.8749771118164,60.198612213134766,70.63851928710938,62.0865478515625,67.1099853515625,69.95036315917969,55.991275787353516,66.19140625,68.83147430419922,67.01118469238281,69.00981903076172,69.31592559814453,69.23126220703125,63.56364440917969,64.85150146484375,65.75459289550781,61.311424255371094,61.94783020019531,68.99647521972656,59.43915939331055,66.50502014160156,65.07820129394531,72.27763366699219,69.33480072021484,68.16091918945312,69.75823974609375,66.39823913574219,65.15924072265625,60.408409118652344,68.49479675292969,67.61833190917969,66.71312713623047,61.5070686340332,68.51728057861328,64.56092071533203,63.456504821777344,61.12179183959961,67.34430694580078,66.24685668945312,73.66948699951172,66.10458374023438,64.83011627197266,69.04319763183594,64.36418914794922,61.31566619873047,66.45356750488281,59.63888931274414,62.00721740722656,69.89935302734375,63.3016357421875,71.61054992675781,65.79389953613281,67.42941284179688,60.58762741088867,65.14938354492188,65.22130584716797,63.15237808227539,68.694580078125,67.76026916503906,60.43151092529297,57.053524017333984,64.26653289794922,64.16719055175781,65.99156188964844,67.50363159179688,70.29035949707031,64.49282836914062,69.3465347290039,64.5207748413086,65.79331970214844,71.42738342285156,70.33270263671875,72.79378509521484,71.24775695800781,65.83843994140625,77.27069091796875,65.62694549560547,75.3760986328125,69.90608215332031,75.33263397216797,72.95182800292969,75.44490814208984,65.96851348876953,66.228759765625,61.57383728027344,67.55306243896484,62.50659942626953,68.1063461303711,62.93146514892578,64.75847625732422,67.43708038330078,66.82306671142578,69.57515716552734,68.14337158203125,62.054718017578125,66.43362426757812,62.357242584228516,67.557373046875,67.86528015136719,65.7510757446289,65.9843978881836,65.62274932861328,68.60152435302734,65.34700012207031,66.30253601074219,68.77454376220703,62.96895217895508,65.86243438720703
68.25647735595703,63.33662414550781,74.32720947265625,62.09507751464844,69.3145523071289,55.29672622680664,63.73460388183594,67.80609130859375,74.27751922607422,64.40372467041016,67.58502960205078,61.971588134765625,58.289344787597656,68.53951263427734,67.08702850341797,65.03914642333984,67.94264221191406,62.399715423583984,65.6162338256836,68.31309509277344,71.67921447753906,63.37419128417969,62.38028335571289,70.9548110961914,66.88481903076172,67.59596252441406,66.56103515625,61.283348083496094,64.9924545288086,60.628326416015625,66.09843444824219,65.41291809082031,65.80575561523438,65.7966537475586,59.56569290161133,68.04878997802734,76.00044250488281,64.82100677490234,65.57626342773438,67.62265014648438,62.40375518798828,64.42761993408203,64.13804626464844,59.32402038574219,63.51314926147461,67.90059661865234,62.079193115234375,68.07733154296875,68.30785369873047,73.25800323486328,67.80062103271484,64.27003479003906,67.27589416503906,59.02690887451172,65.02747344970703,63.010154724121094,62.73661804199219,62.97321319580078,66.02176666259766,60.23685836791992,67.47809600830078,66.69560241699219,70.89264678955078,72.6765365600586,64.89253234863281,66.83380126953125,67.567626953125,75.03341674804688,64.83184814453125,67.19857788085938,63.67990493774414,59.757625579833984,59.402835845947266,65.68803405761719,60.03385925292969,65.652587890625,63.92955017089844,69.92009735107422,72.89165496826172,67.12258911132812,66.44528198242188,59.67158126831055,66.80582427978516,64.8542709350586,65.49358367919922,61.7932014465332,65.3049545288086,52.97690200805664,78.58501434326172,60.232906341552734,69.59371948242188,65.24749755859375,67.2035903930664,66.82725524902344,67.140869140625,61.84224319458008,63.7094841003418,45.59036636352539,65.24596405029297,60.24873352050781,64.01382446289062,68.11089324951172,64.37433624267578,68.65237426757812,72.52781677246094,62.02189254760742,62.018089294433594,60.72572326660156,64.31673431396484,69.5942611694336,66.8268051147461,73.0273208618164,66.73011779785156,68.7099609375,68.76089477539062,70.18425750732422,69.32206726074219,74.0105209350586,69.85519409179688,68.05116271972656,70.30020141601562,65.30083465576172,64.37696838378906,66.5854721069336,60.59107208251953,67.08277893066406,66.76953125,64.87885284423828,65.37168884277344,59.9761962890625,66.34882354736328,66.2321548461914,70.89368438720703,65.96476745605469,64.68768310546875,64.963623046875,67.77816009521484,67.1214599609375,64.89128875732422,60.18559265136719,54.95038604736328,65.59236145019531,64.41853332519531,62.43753433227539,71.71495819091797,70.27579498291016,67.94732666015625,63.69545364379883
65.49170684814453,63.27832794189453,70.07154846191406,59.09231948852539,67.61624145507812,63.101619720458984,64.78519439697266,66.87814331054688,66.77174377441406,61.892364501953125,56.146751403808594,64.08352661132812,64.00853729248047,68.13046264648438,65.68989562988281,61.50885772705078,70.5320816040039,62.08803176879883,65.790771484375,66.19961547851562,64.94084167480469,62.54774475097656,66.42595672607422,65.72422790527344,68.36502838134766,69.98712158203125,67.57830047607422,60.72610092163086,62.902015686035156,62.54092025756836,71.74009704589844,65.10106658935547,71.35829162597656,65.72588348388672,63.28697204589844,60.474525451660156,64.3839111328125,61.34962463378906,66.49580383300781,70.37816619873047,66.01872253417969,70.14777374267578,62.29948425292969,60.23414611816406,64.59420776367188,68.4637451171875,64.38177490234375,72.73062896728516,64.99932861328125,62.485111236572266,71.22994995117188,65.48810577392578,71.35697174072266,64.10725402832031,63.43732452392578,65.40269470214844,65.51419830322266,65.87074279785156,63.3043098449707,65.87940216064453,63.93625259399414,61.65879440307617,70.1839828491211,70.79310607910156,64.2999496459961,68.1240005493164,70.87610626220703,71.46257781982422,64.53060913085938,62.24468994140625,63.11124038696289,59.49432373046875,67.7751693725586,65.47518157958984,64.75837707519531,65.01808166503906,61.7792854309082,65.33358001708984,71.33003997802734,67.67302703857422,67.64984893798828,60.23518371582031,55.83638000488281,67.56221008300781,67.12452697753906,69.23699188232422,53.30332565307617,67.13490295410156,73.98464965820312,67.41914367675781,66.90174865722656,60.505516052246094,66.0753402709961,63.358001708984375,65.6049575805664,66.79945373535156,62.896995544433594,66.32112121582031,69.3990478515625,60.59587097167969,66.32289123535156,56.69928741455078,66.17520141601562,67.7791976928711,67.78047180175781,64.931396484375,63.882572174072266,69.36009979248047,63.654117584228516,75.23786163330078,70.48762512207031,69.91950225830078,69.73851013183594,72.17945098876953,67.40584564208984,70.31651306152344,69.145263671875,68.44010925292969,76.36973571777344,71.43669128417969,61.99477767944336,70.6888656616211,66.61517333984375,62.801212310791016,64.11128997802734,65.9942855834961,65.20777893066406,66.80005645751953,62.0575065612793,64.80613708496094,64.13542938232422,69.39627075195312,66.30229187011719,68.07429504394531,69.12998962402344,65.0325927734375,61.18635559082031,66.79679870605469,69.73372650146484,53.331851959228516,65.56968688964844,64.77764129638672,68.1562728881836,62.22102737426758,66.11962890625,71.25231170654297,65.11458587646484,62.65229034423828
68.01123046875,66.89702606201172,69.4023666381836,63.9913444519043,75.06826782226562,66.22977447509766,65.15116882324219,64.1421890258789,71.94817352294922,65.34918975830078,70.49138641357422,61.005760192871094,62.85099411010742,76.95319366455078,60.44468688964844,64.44661712646484,70.1177978515625,55.13130569458008,69.88178253173828,62.49059295654297,64.61368560791016,60.622615814208984,65.6567153930664,64.51948547363281,67.25529479980469,62.708465576171875,63.39052963256836,52.587615966796875,63.721031188964844,64.54137420654297,71.94249725341797,62.9443244934082,73.32864379882812,66.23892974853516,66.03060913085938,65.31995391845703,72.08155822753906,66.87871551513672,68.00201416015625,65.24526977539062,62.73832321166992,67.50301361083984,66.5941390991211,63.009254455566406,62.673770904541016,70.51177978515625,52.82589340209961,62.920101165771484,60.82650375366211,67.77428436279297,70.32951354980469,55.64747619628906,69.0862045288086,63.73656463623047,64.72500610351562,67.87691497802734,67.82091522216797,63.7239875793457,68.5878677368164,59.84781265258789,62.24237060546875,60.11412811279297,68.06781768798828,66.53716278076172,65.37286376953125,68.97274017333984,68.92674255371094,67.36819458007812,64.5917739868164,69.74329376220703,62.909698486328125,65.21395111083984,63.3422966003418,68.59310913085938,65.5249252319336,64.35172271728516,65.4222640991211,76.4482650756836,70.62542724609375,74.7126693725586,62.48930740356445,64.34354400634766,48.74656295776367,66.69799041748047,65.25662231445312,66.96031188964844,65.64525604248047,60.38513946533203,72.9743881225586,65.16207122802734,68.3782958984375,61.35240936279297,65.04431915283203,65.92717742919922,63.246315002441406,61.74606704711914,57.349212646484375,64.82965087890625,60.77299118041992,63.842464447021484,64.3314208984375,63.475982666015625,65.55467987060547,71.15901184082031,66.35772705078125,62.49998092651367,65.83505249023438,67.43193817138672,59.50325012207031,70.76507568359375,69.09049224853516,66.31381225585938,66.47811889648438,64.51844787597656,66.38900756835938,67.82012939453125,70.53257751464844,73.46582794189453,71.71967315673828,69.47848510742188,60.7037467956543,70.18278503417969,62.793819427490234,61.166839599609375,63.44786834716797,75.00078582763672,66.10137176513672,66.24641418457031,60.94443130493164,67.03721618652344,63.89685821533203,69.70893859863281,68.94738006591797,69.22322082519531,58.767173767089844,65.18724060058594,62.8730354309082,68.75547790527344,71.83138275146484,67.37052154541016,65.23209381103516,67.32050323486328,66.42898559570312,65.5478515625,66.66961669921875,72.07212829589844,61.813873291015625,65.78367614746094
61.49793243408203,63.70216751098633,64.41761016845703,63.95009231567383,77.06330108642578,62.088157653808594,59.64744186401367,61.70656204223633,72.1674575805664,62.687618255615234,70.84647369384766,65.36804962158203,62.9767951965332,60.85347366333008,60.75693893432617,68.07709503173828,66.40657806396484,47.78758239746094,68.69705963134766,63.43095779418945,72.75459289550781,67.75650787353516,69.84618377685547,57.7186164855957,65.43806457519531,64.37699890136719,68.32969665527344,61.97402572631836,63.675411224365234,61.45923614501953,70.12295532226562,64.48068237304688,67.00016021728516,59.55919647216797,63.73310852050781,67.86373138427734,66.330810546875,66.25923156738281,66.73336029052734,64.35826110839844,65.03318786621094,64.45144653320312,62.208961486816406,64.92809295654297,67.60767364501953,71.66915130615234,58.65107727050781,68.90911102294922,62.68201446533203,66.5404052734375,65.75377655029297,70.41548156738281,65.78823852539062,63.80711364746094,64.37120819091797,62.576683044433594,64.92864227294922,63.10588073730469,67.83781433105469,59.90827178955078,66.26034545898438,68.34587860107422,68.60554504394531,70.4994125366211,67.5438232421875,64.45337677001953,58.20762634277344,64.77056121826172,64.82659149169922,69.98731231689453,62.89284133911133,61.214019775390625,61.34623718261719,66.77860260009766,62.99275588989258,65.82596588134766,61.39371871948242,73.95931243896484,70.05665588378906,70.41552734375,69.91637420654297,66.27843475341797,62.04943084716797,65.40766906738281,63.2744255065918,63.171600341796875,64.56523132324219,61.752384185791016,71.80741882324219,56.11382293701172,70.58814239501953,61.45801544189453,64.24128723144531,66.59381103515625,59.29198455810547,62.52431106567383,62.77758026123047,66.15402221679688,63.370521545410156,61.339378356933594,60.56597900390625,64.35112762451172,63.08879852294922,68.5618667602539,65.78418731689453,62.71491622924805,63.084228515625,65.13987731933594,63.0392951965332,69.71311950683594,70.40022277832031,65.07123565673828,69.45559692382812,68.91853332519531,63.08607482910156,65.41651916503906,69.22457885742188,73.82695007324219,65.1327133178711,69.25479888916016,66.36476135253906,72.03707885742188,64.4271469116211,69.84654998779297,66.53329467773438,64.64852905273438,64.5406723022461,64.44467163085938,67.4300765991211,65.32754516601562,65.18354034423828,66.76443481445312,66.85852813720703,64.93273162841797,63.29786682128906,63.32677459716797,68.16596984863281,60.402183532714844,69.53952026367188,65.34109497070312,60.65359115600586,64.66386413574219,68.24541473388672,66.51909637451172,58.275062561035156,59.2631950378418,64.86852264404297,64.32471466064453
68.55015563964844,67.0395278930664,70.9631118774414,65.11767578125,70.2547607421875,58.929927825927734,57.47084045410156,65.57989501953125,67.82115173339844,63.267879486083984,60.098148345947266,64.95970916748047,67.29594421386719,65.4239730834961,64.66924285888672,54.923065185546875,67.9181900024414,51.861427307128906,64.6020736694336,66.51019287109375,70.2227783203125,65.48828887939453,63.03724670410156,65.93032836914062,63.799198150634766,64.07804870605469,68.19947052001953,64.38981628417969,63.035762786865234,67.99590301513672,70.9598159790039,62.2319221496582,66.77788543701172,59.61054611206055,63.218719482421875,66.6953125,68.97489929199219,57.55744171142578,64.86151885986328,65.20758819580078,67.69307708740234,62.92704772949219,65.688232421875,61.41624450683594,63.67058563232422,63.06886672973633,49.654884338378906,67.5934829711914,65.46137237548828,67.22794342041016,65.69328308105469,64.78839111328125,65.29244995117188,63.44969177246094,64.8249282836914,65.30541229248047,64.59452056884766,59.26267623901367,68.23246765136719,45.3177604675293,69.27963256835938,65.37433624267578,68.82749938964844,65.8338623046875,65.5524673461914,64.39994812011719,66.0035629272461,63.668453216552734,60.780006408691406,66.95913696289062,66.99154663085938,66.89048767089844,63.98250961303711,68.12004852294922,61.55781555175781,61.275474548339844,65.50453186035156,61.285728454589844,67.97103881835938,69.81120300292969,66.49510192871094,65.53103637695312,61.90345764160156,67.30974578857422,66.25125122070312,60.394256591796875,62.3129768371582,72.4202880859375,65.80233764648438,67.36663055419922,64.96060180664062,63.43730163574219,69.6670913696289,60.383544921875,67.0859603881836,61.795352935791016,60.134918212890625,67.08983612060547,70.47970581054688,64.03163146972656,55.034915924072266,67.55904388427734,68.2878646850586,69.12218475341797,64.63835144042969,64.23811340332031,67.06359100341797,69.20796203613281,65.90034484863281,70.60196685791016,72.51651000976562,69.26071166992188,65.9962387084961,67.8785400390625,59.8233642578125,64.20695495605469,64.92796325683594,74.83396911621094,61.801021575927734,68.78186798095703,64.8900146484375,73.71218872070312,66.67191314697266,56.31031799316406,65.748779296875,67.26917266845703,59.702213287353516,65.2380142211914,62.1987419128418,63.18147277832031,67.9148941040039,64.08943176269531,71.44607543945312,60.490394592285156,64.51641082763672,64.43891906738281,65.00540924072266,61.70331954956055,68.92562866210938,65.61528778076172,62.96544647216797,65.66875457763672,62.59033203125,65.67833709716797,71.74319458007812,60.21992492675781,65.6362533569336,60.1905517578125
