Language,Response,Target,Predicted
Supyire,"1. Based on the provided paragraphs from the descriptive grammar of Supyire, it is clear that standard negation in the language can be marked by modifications of the verb or by affixes/clitics that are phonologically bound to the verb. Here are the key points supporting this conclusion:

- **Clause Final Negative Particles**: The language uses clause-final negative particles like ""mä"" and ""mi"" to mark negation. These particles are placed at the end of the clause and are not phonologically bound to the verb, but they are part of the negation strategy.

- **Negative Marking in Auxiliary Position**: The language also employs negative marking in the auxiliary position, which is immediately following the subject. This marking can involve the use of the copula ""pye"" as a negative marker in front of perfect or progressive auxiliaries, or the introduction of a floating low tone that docks onto high-tone auxiliaries, effectively modifying the verb form to indicate negation.

- **Affixes and Clitics**: The text mentions the use of a floating low tone that modifies the tone of the auxiliary verb to indicate negation. This is a clear example of a phonological modification of the verb to mark negation. Additionally, the presence of the privative nominalizer ""-mbää"" attached to verbs indicates the use of affixes for negation.

Given these points, it is evident that Supyire employs both modifications of the verb and affixes/clitics that are phonologically bound to the verb to mark standard negation.

Conclusion: 1",1,1
Jamsay,"1. Based on the provided paragraphs, it is clear that standard negation in Jamsay can be marked by an affix or modification of the verb. The evidence is found in the following points:

- Paragraph 1 mentions that negation is expressed by verbal suffixation, with distinct negative suffixes for perfective and imperfective verbs. Examples provided include:
  - (3.c) ""bE$rE$-go@-w"" (be.able-ImpfNeg-2SgS) meaning ""You-Sg cannot.""
  - (3.d) ""ya$˘-li@˘-Ø"" (go-PerfNeg-1PlS) meaning ""We did not go.""

- Paragraph 2 further elaborates on the use of negative suffixes:
  - Perfective Negative suffix ""-li@-"" replaces several positive forms.
  - Imperfective Negative suffix ""-go@-"" replaces the unsuffixed Imperfective and other marked forms.
  - Examples include:
    - (581.a) ""ya&˘-yE$-Ø"" (go-Perf-3SgS) meaning ""he/she went"" vs. ""ya$˘-li@-Ø"" (go-PerfNeg-3SgS) meaning ""he/she didn’t go.""
    - (585) ""de$ne@-m$"" (I want) vs. ""de$ne$-go@-m"" (I don’t want).

These examples clearly show that negation in Jamsay is achieved through the use of suffixes attached to the verb, thus fulfilling the criteria for marking standard negation by an affix or modification of the verb.

Conclusion: 1",1,1
Ma'di,"1. Based on the provided paragraphs, it is clear that standard negation in Ma'di is achieved through the use of sentence-final negation particles such as ""kü"" and ""küru."" The verb in these constructions must be uninflected, and the tense is expressed by the choice of the negation particle. There is no indication that negation is marked by an affix, clitic, or modification of the verb itself. Instead, the negation particles are separate words that follow the verb and other sentence constituents.

For example:
- (36) ""kü η má eßl pä"" (NEG(N) DEF IS fish N-eat) 'The one that I don't eat is fish.'
- (77) ""má mû ku"" (IS go NEG(N)) 'I will not go.' / 'I am not going.'
- (90) ""má mû kûrù"" (IS go NEG(P)) 'I did not go.'

These examples show that the negation particles ""kü"" and ""küru"" are not phonologically bound to the verb and do not modify the verb itself. They are separate words placed at the end of the sentence.

2. Conclusion: 0",0,0
Bangime,"Based on the provided paragraphs from the descriptive grammar of Bangime, it is possible to determine the method of standard negation in the language.

1. **Reasoning:**
   - The negative morpheme [bíè] is described as the only means to negate a sentence in Bangime.
   - It is stated that the negative marker [bíè] precedes the verb to negate it (Section 14.1: ""Verbs are also negated by the same marker preceding the verb"").
   - The negative marker [bíè] is not described as an affix or clitic that attaches to the verb, but rather as a separate word that precedes the verb.
   - There is no indication that the negative marker modifies the verb itself or attaches to it as an affix or clitic.

Given that the negative marker [bíè] is a separate word that precedes the verb and does not attach to it or modify it directly, standard negation in Bangime cannot be marked by an affix, clitic, or modification of the verb.

**Conclusion:** 0",1,0
Gumuz,"Based on the provided paragraphs from the descriptive grammar of Gumuz, we can analyze the method of standard negation in the language.

### Analysis:

1. **Affirmative Marker and Negatives**:
   - The text states that ""NoG and SoG verbs lack the affirmative marker when the verb is negated.""
   - It further mentions that in both NoG and parts of SoG (Kamashi), the negative clitic /=(a)ŋg̩ ó/ attaches to the end of the conjugated verb.
   - Example (7.76) illustrates this:
     - Affirmative: ""b-úú-a-n-tsʼóχ"" (AFF-3PL.TR-RECP-PL-kidnap)
     - Negative: ""úú-a-n-tsʼóχó-na=ŋgó"" (3PL.TR-RECP-PL-kidnap-LOC=NEG)

2. **Example (7.76)**:
   - The affirmative form ""b-úú-a-n-tsʼóχ"" includes the affirmative marker ""b-"".
   - The negative form ""úú-a-n-tsʼóχó-na=ŋgó"" lacks the affirmative marker and includes the negative clitic ""=ŋgó"" attached to the verb.

### Reasoning:

- The negative clitic ""=ŋgó"" is phonologically bound to the verb, as indicated by the equals sign in the gloss.
- The verb in the negative form lacks the affirmative marker, indicating a modification of the verb structure when negated.

Given this information, it is clear that standard negation in Gumuz can be marked by a clitic that is phonologically bound to the verb, and there is a modification of the verb structure (absence of the affirmative marker).

### Conclusion:
1",1,1
Koyra Chiini,"1. Based on the provided paragraphs, it is possible to determine that standard negation in Koyra Chiini can be marked by an affix, clitic, or modification of the verb. 

In Paragraph 1, the sentence structure is described as having a ""mood-aspect-negation (MAN)"" slot before the verb. Example (8) shows the negation marker ""na"" occupying this slot: ""ay na guna [[huu di] kuna] [boro foo]"" which translates to ""I didn't see anyone in the house."" Here, ""na"" is a separate word that precedes the verb ""guna"" (see).

In Paragraph 2, example (258c) shows another instance of negation: ""yer ma si goro nee"" which translates to ""(that) we not sit (=live) here."" Here, ""si"" is used as a negation marker in the context of a subjunctive clause. Additionally, example (258e) ""ni si yadda ay ma koy ka nan ni"" translates to ""You do not consent that I go leave you,"" where ""si"" is again used as a negation marker.

The negation markers ""na"" and ""si"" are not affixes or clitics bound to the verb; they are separate words that occupy the MAN slot before the verb. Therefore, the negation in Koyra Chiini is not marked by an affix, clitic, or modification of the verb itself but rather by separate particles.

2. **Conclusion:** 0",0,0
Seme,"Based on the provided paragraphs from the descriptive grammar of Seme, we can analyze the method of standard negation in the language.

1. **Analysis of Negation in Seme:**
   - The primary method of negation in Seme is indicated by the clause-final negation particle ""bo"" as shown in example (101):
     - ""À ri le dì bo."" (S/he didn't eat.)
   - The particle ""bo"" is used to negate the verb phrase, and it appears at the end of the clause.
   - There is no indication in the provided text that negation is marked by modifying the verb itself or by using an affix or clitic that is phonologically bound to the verb. The negation particle ""bo"" stands as a separate word.

2. **Consideration of Past Tense Marker:**
   - The past tense marker ""ín"" can precede the negation particle ""bo"" (as in 102a) but not follow it (as in 102b), and there are some variations in acceptability when ""ín"" appears in different positions relative to ""bo.""
   - However, this does not change the fact that ""bo"" is a separate particle and not an affix or clitic attached to the verb.

Given the information provided, it is clear that standard negation in Seme is not marked by an affix, clitic, or modification of the verb. Instead, it is marked by a separate negation particle ""bo.""

**Conclusion:** 0",0,0
Tima,"1. Based on the provided paragraphs, it is clear that standard negation in Tima involves the use of two negative particles: a proclitic 'kV-' and an enclitic '-Vŋ'. These particles are phonologically bound to the verb or verb phrase. Specifically, the proclitic 'kV-' attaches to the beginning of the verb, and the enclitic '-Vŋ' attaches to the end of the verb or verb phrase. This is evident from the examples provided in the text, such as:

- Intransitive clause: 
  - Affirmative: an-dɪyana-dʌ ('I laughed')
  - Negative: kɨ-n-dɪyana-dʌ-ʌŋ ('I did not laugh')

- Transitive clause: 
  - Affirmative: ʌŋ-kamah-dʌ it̪uk ('I ate porridge')
  - Negative: kɨ-ŋ-kamah-dʌ it̪uk-ʌŋ ('I did not eat porridge')

- Ditransitive clause: 
  - Affirmative: Hamid dudu-ii-dʌ t̪amaa d-umurik ('Hamid teaches me Tima language')
  - Negative: Hamid ku-dudu-ii-dʌ t̪amaa d-umurik-ʌŋ ('Hamid does not teach me Tima language')

These examples demonstrate that the negative markers are indeed affixes or clitics that are phonologically bound to the verb or verb phrase, fulfilling the criteria for standard negation as defined.

2. Conclusion: 1",1,1
!Xun (Ekoka),"Based on the provided paragraphs from the descriptive grammar of !Xun (Ekoka), we can analyze the methods of standard negation in the language. Here are the key points extracted from the text:

1. **Negation Markers**: The text mentions that verbal negation is fairly uniform across all dialects of !Xun, with two primary markers: *l6a (general negation) and *kora (negative existence). These markers are described as pre-verbal clitics in the case of *l6a, while *kora has full predicate status and does not combine with another verb.

2. **Examples of Negation**:
   - ""a Iwi saa."" (2SG NEG hear) - ""You do not hear.""
   - ""koara tha."" (NEG.EXIST elephant meat) - ""She never eats/will never eat elephant meat.""
   - ""gdba lwa né mi o pangwe."" (NEG give 1SG ?) - ""The Mbunda did not give me Indian hemp.""
   - ""hod loa na ga."" (1SG NEG PAST get) - ""I didn’t get it.""
   - ""kx’6a ha (|6d ki da’ dma."" (NEG PROG look.for child) - ""He will never look for the child.""

3. **Clitic and Affix Boundaries**: The negation marker *l6a is described as a pre-verbal clitic, which means it is phonologically bound to the verb. This is evident in the examples where *l6a appears immediately before the verb, such as in ""a Iwi saa"" and ""kx’6a ha (|6d ki da’ dma.""

4. **Negation in Progressive Aspect**: The text also provides examples where negation interacts with the progressive aspect, as in ""kx’6a ha (|6d ki da’ dma."" Here, *l6a is used in conjunction with the progressive marker ki, indicating that negation can be marked by a clitic that is phonologically bound to the verb.

Based on this information, it is clear that standard negation in !Xun (Ekoka) can be marked by a clitic that is phonologically bound to the verb.

**Reasoning**: The descriptive grammar explicitly states that the negation marker *l6a is a pre-verbal clitic, and the provided examples show it being used in this manner. This satisfies the criteria for standard negation being marked by an affix, clitic, or modification of the verb.

**Conclusion**: 1",1,1
Katcha,"Based on the provided paragraphs, it is not possible to determine the method of standard negation in Katcha. The paragraphs focus on locative adverbs, case markers, and the role of adpositions, but they do not provide explicit information about how negation is marked in declarative sentences involving dynamic verbal predicates. 

1. **Reasoning:**
   - **Paragraph 1:** Discusses locative adverbs and their placement in sentences, but does not mention negation in the context of dynamic verbal predicates.
   - **Paragraph 2:** Focuses on theoretical analyses of adjuncts, prepositions, and case markers, and does not provide information on the negation of verbs.

Given the absence of relevant information on the standard negation of dynamic verbal predicates, it is not possible to determine if negation in Katcha can be marked by an affix, clitic, or modification of the verb.

**Conclusion:** 0",0,0
