carlson1994grammar,heath2008grammar,blackings2003grammar,hantgan2013aspects,ahland2012grammar,heath1999grammar,toews2015topics,mubarak2009tima,heine2015xun,turner2016morphosyntax,williamson1965grammar,schaefer2017grammar,schrock2014grammar,kutsch1994ngiti,kawachi2007grammar,worku2020grammar,joswig2019majang,santandrea1966birri,heath2005grammar,reintges2018coptic,emenanjo2015grammar,anonby2008phonology,stirtz2012lot,harvey2018gorwaa,alfira2016caning,rennison1997koromfe,bechhaus2011hi,stevenson1938grammar,shay2019grammar,evans2003bininj,nordlinger1998grammar,merlan1994grammar,mcgregor1990functional,lee1987tiwi,eather1990grammar,mushin2012grammar,reid2011ngan,cook1987wagiman,khan2008neo,huddleston2005cambridge,martin1992reference,hualde2003grammar,syamala1981intensive,arisawa2016iu,kruspe2004grammar,maslova2003grammar,hewitt1995georgian,kibrik2004language,campbell1957fundamentals,wagner2018grammar,vajda2006mattissen,kumar2012descriptive,nagaraja2014nihali,watters2006notes,nikolaeva2001grammar,nichols2011ingush,haspelmath1993grammar,post2007grammar,miyaoka2012grammar,balodis2011yuki,campbell1985pipil,fidelholtz1968micmac,kung2007descriptive,galloway1977grammar,awakuni2018omaha,jacobsen1964grammar,kimball1991koasati,wash2001adverbial,linn2001grammar,frachtenberg1918alsea,parks1979introduction,sapir1912takelma,yumitani1998phonology,nichols1997topics,grinevald1990grammar,hoijer1933tonkawa,haas1940tunica,radin1929grammar,sapir1992southern,garrett2014basic,davidson2002studies,willett2003grammatical,park2012grammar,lichtenberk2008grammar,van2016aghu,aikhenvald2008manambu,honeyman2016grammar,huber2011grammar,onishi1994grammar,terrill1999grammar,de2006menggwa,san2008introduction,meng2018grammar,kulick2019grammar,foley1991yimas,carroll2016ngkolmpu,dol2007grammar,voorhoeve1965flamingo,lindstrom2002topics,seiler1985imonda,anceaux1965nimboran,berry1999description,piper1989sketch,reesink1999grammar,honsberger2008kwomtari,de2004short,bateman2003grammatical,rigden1978karkar,henderson1995phonology,mayer2021grammar,ode2002sketch,hatfield2016grammar,kratochvil2007grammar,nekitel1985sociolinguistic,farr1999interface,bruce1979grammar,donohue2004saka,hemmila1987urim,lock2011abau,chung2020chamorro,feldman1986grammar,fedden2011grammar,tallman2018grammar,epps2005grammar,voort2004grammar,pena2015grammar,vallejos2010grammar,meira1999grammar,bertet2020aspects,wojtylak2020grammar,lai2009time,haude2006grammar,thiesen2012grammar,kern1997wari,wexler1967beginning,guirardello1999reference,de2005language,payne1985aspects,bolanos2016grammar,van2006grammar,forster2011paya,hannss2008uchumataqu,o2018grammatical,romero1997reference,berg1973cuiva,facundes2000language,sandalo1995grammar,ribeiro2012grammar
71.56028747558594,71.83541870117188,72.18048858642578,62.214599609375,69.66714477539062,73.96697235107422,60.43196487426758,58.17841339111328,70.29008483886719,60.99604415893555,68.56053924560547,63.52190399169922,73.26307678222656,75.8515396118164,64.98910522460938,78.2960205078125,71.82144165039062,58.80210876464844,67.71936798095703,71.67337799072266,73.23480987548828,68.34034729003906,68.14997100830078,74.10836029052734,64.72476959228516,73.71646881103516,69.5936279296875,68.15815734863281,76.09715270996094,72.29839324951172,70.85600280761719,63.983070373535156,68.15159606933594,63.64151382446289,57.195369720458984,64.53345489501953,58.19289779663086,72.07901763916016,66.558837890625,78.00856018066406,63.489662170410156,69.1700439453125,61.10696792602539,77.34898376464844,73.35955047607422,73.37716674804688,72.3030776977539,59.799564361572266,69.6428451538086,71.91239166259766,60.09748458862305,67.60175323486328,66.19828033447266,60.56961441040039,66.58076477050781,68.49575805664062,75.46646118164062,73.00370025634766,74.9559326171875,71.9561538696289,55.509193420410156,58.90640640258789,68.96306610107422,65.22588348388672,71.19491577148438,58.40326690673828,61.130924224853516,67.34941101074219,77.80321502685547,56.64371871948242,63.451171875,62.60029220581055,71.72843170166016,65.84642791748047,64.3596420288086,59.038970947265625,67.52539825439453,58.958648681640625,61.22346496582031,77.20339965820312,72.17781066894531,73.12803649902344,65.05926513671875,73.64807891845703,74.60273742675781,67.33351135253906,72.5796127319336,74.26830291748047,63.47945785522461,70.99706268310547,67.10148620605469,72.0020523071289,72.1143569946289,74.75545501708984,65.13411712646484,65.5640869140625,76.29601287841797,61.41366958618164,72.40782165527344,63.1389274597168,62.94706344604492,75.90620422363281,57.29664993286133,74.26244354248047,72.61056518554688,69.10140991210938,72.95953369140625,61.52159118652344,64.88079833984375,75.26530456542969,73.01065063476562,69.50501251220703,70.93112182617188,61.75822067260742,74.1484375,59.229732513427734,66.78046417236328,62.59544372558594,69.15895080566406,76.34854888916016,75.36083221435547,75.53307342529297,68.36400604248047,74.55592346191406,70.48017120361328,60.31319046020508,70.0003890991211,74.55802917480469,58.83216857910156,71.92350769042969,72.4852066040039,71.3741455078125,79.92527770996094,68.94589233398438,62.18562698364258,75.14225006103516,70.9438705444336,73.14503479003906,66.06555938720703,68.94255828857422,73.80252838134766,69.88250732421875,68.79360961914062,71.7187728881836,63.90847396850586,67.9277572631836,70.43597412109375,62.79050064086914
80.67193603515625,65.41735076904297,75.01223754882812,69.38225555419922,72.7522201538086,72.72418212890625,68.77914428710938,57.280181884765625,64.69629669189453,61.92150115966797,71.13725280761719,52.43475341796875,72.18355560302734,72.31836700439453,66.21114349365234,65.72145080566406,66.57855224609375,63.6334342956543,64.49392700195312,67.94817352294922,74.27967071533203,69.76325225830078,67.44029235839844,65.59495544433594,63.55836868286133,76.4654541015625,65.22765350341797,42.16004180908203,72.42993927001953,72.9178237915039,69.77944946289062,59.113033294677734,70.01456451416016,63.171165466308594,64.1773452758789,64.09465789794922,61.04701232910156,72.0950927734375,71.9413833618164,75.35660552978516,67.2002944946289,71.0149917602539,65.37670135498047,70.24575805664062,78.46630859375,69.06478118896484,61.95368957519531,62.52265167236328,64.98602294921875,68.4542465209961,72.72128295898438,74.34130096435547,61.27056884765625,62.15361785888672,74.00688171386719,74.58366394042969,75.68323516845703,69.34616088867188,75.11595153808594,75.24930572509766,76.1968002319336,51.870052337646484,68.85386657714844,63.50093078613281,70.75550842285156,59.691871643066406,60.49640655517578,67.1301040649414,74.50821685791016,54.97110366821289,62.527793884277344,63.7204475402832,69.3371353149414,63.00032043457031,65.65235900878906,62.5327033996582,64.5319595336914,57.754852294921875,58.390953063964844,76.3426513671875,61.667823791503906,69.56840515136719,66.28705596923828,73.58830261230469,64.9029312133789,69.6569595336914,70.99713897705078,72.44426727294922,68.93881225585938,63.43915939331055,64.70834350585938,69.60059356689453,67.40478515625,62.73805618286133,61.4884147644043,61.3930778503418,70.41362762451172,65.72942352294922,62.92679214477539,69.271728515625,59.938438415527344,77.73922729492188,62.8588981628418,71.25122833251953,61.294002532958984,74.9368896484375,71.58253479003906,62.19846725463867,61.197628021240234,68.74388122558594,69.52387237548828,65.17375183105469,65.69593811035156,59.341068267822266,67.43306732177734,59.716487884521484,65.9626693725586,68.10490417480469,71.22345733642578,67.90765380859375,70.11917877197266,79.69469451904297,66.36007690429688,70.94943237304688,68.54033660888672,63.40376281738281,65.39885711669922,67.29141235351562,62.19414520263672,69.32986450195312,68.25155639648438,74.74644470214844,69.91580200195312,71.69730377197266,57.809837341308594,63.06586456298828,62.232704162597656,63.419700622558594,76.504150390625,70.70818328857422,68.73352813720703,69.15363311767578,69.73030853271484,66.7486343383789,54.10734939575195,71.50984191894531,63.913719177246094,72.56635284423828
74.263916015625,60.650760650634766,77.02760314941406,59.798301696777344,65.98211669921875,73.0018539428711,69.10720825195312,59.79493713378906,66.93526458740234,58.635616302490234,64.74897003173828,64.83499908447266,77.4521484375,71.43444061279297,64.81036376953125,70.29200744628906,74.89501190185547,58.90680694580078,59.83708953857422,73.99462127685547,73.64830017089844,72.253662109375,68.33467102050781,71.29437255859375,61.07546615600586,76.59183502197266,69.82429504394531,37.80750274658203,73.6940689086914,56.09518814086914,70.41419219970703,59.61914825439453,66.6387710571289,66.41484069824219,63.44565200805664,63.490474700927734,68.71614074707031,66.17719268798828,64.57842254638672,76.30210876464844,64.6539535522461,69.76524353027344,58.338409423828125,76.41102600097656,66.52690887451172,74.35972595214844,60.17643356323242,58.932823181152344,66.95162963867188,62.68482208251953,65.74197387695312,73.45043182373047,58.82754898071289,66.02005767822266,79.38001251220703,69.10347747802734,68.43694305419922,60.929561614990234,66.0711441040039,63.428646087646484,52.65475082397461,60.18928909301758,69.37090301513672,62.40837097167969,66.854736328125,62.36408233642578,63.522071838378906,67.35536193847656,74.39661407470703,58.963340759277344,56.94881057739258,59.313453674316406,65.94205474853516,64.98365783691406,67.00133514404297,57.46800994873047,61.34748458862305,59.98383331298828,49.90482711791992,73.88159942626953,54.42776107788086,62.92291259765625,62.975502014160156,72.31537628173828,67.02108764648438,71.51061248779297,71.01062774658203,64.1908187866211,61.34773635864258,65.46150207519531,72.06440734863281,66.69781494140625,69.85431671142578,63.16690444946289,65.32374572753906,59.723663330078125,56.92381286621094,62.155277252197266,63.62620544433594,77.0194091796875,60.28462600708008,73.3914566040039,60.242164611816406,70.37040710449219,60.59965515136719,76.72842407226562,62.72490692138672,60.74740982055664,64.40139770507812,71.8713607788086,72.85021209716797,65.62110137939453,66.4595947265625,61.781837463378906,61.62127685546875,55.80101776123047,65.47676086425781,62.955902099609375,71.9100570678711,70.45848083496094,69.7500991821289,77.15184783935547,62.13221740722656,73.86947631835938,60.87466049194336,68.5012435913086,71.5748519897461,64.93828582763672,62.82879638671875,72.00845336914062,65.14085388183594,60.89845275878906,76.82592010498047,71.20650482177734,62.34117889404297,69.01940155029297,65.11589050292969,71.86407470703125,67.553955078125,61.053985595703125,68.575439453125,69.09765625,61.25167465209961,70.99118041992188,64.7774887084961,64.33319854736328,56.25638198852539,66.118896484375
74.71281433105469,73.61211395263672,74.75978088378906,59.63788604736328,61.95978546142578,74.16099548339844,65.09125518798828,61.592994689941406,65.87944793701172,60.5356330871582,62.631195068359375,61.141151428222656,75.5388412475586,68.75881958007812,64.94589233398438,66.56635284423828,71.36163330078125,57.77775573730469,78.81117248535156,68.41641998291016,77.71844482421875,65.01144409179688,63.855194091796875,62.36821365356445,62.57062530517578,71.37239837646484,53.086090087890625,59.244632720947266,59.78273010253906,68.07173156738281,59.7330436706543,66.87757110595703,54.81278991699219,74.58546447753906,67.55606842041016,63.87845993041992,62.11781311035156,68.73714447021484,65.20526123046875,76.68476104736328,57.66232681274414,73.43556213378906,58.76396179199219,70.08440399169922,59.52556610107422,71.00765228271484,71.53446960449219,61.67523193359375,70.75926971435547,66.05467987060547,64.69014739990234,74.66522979736328,66.6847915649414,58.785152435302734,74.81895446777344,74.48041534423828,69.43946075439453,68.99873352050781,74.91008758544922,75.4625473022461,66.3357925415039,62.647212982177734,71.56371307373047,69.32625579833984,61.537498474121094,60.657196044921875,64.85319519042969,65.44851684570312,75.75395202636719,59.068931579589844,58.898128509521484,60.703121185302734,61.42572021484375,67.31375122070312,66.02571105957031,56.491512298583984,55.83882141113281,57.61019515991211,58.58548355102539,72.44564056396484,57.914669036865234,68.15072631835938,71.42565155029297,70.81570434570312,63.38819885253906,64.85413360595703,70.28193664550781,65.69132995605469,69.56696319580078,62.150909423828125,66.073486328125,65.5442886352539,76.21916198730469,59.2365608215332,59.085113525390625,67.01580047607422,66.90410614013672,66.85148620605469,63.11748504638672,64.3336410522461,57.734169006347656,76.45460510253906,64.66574096679688,55.77430725097656,54.41904067993164,69.54069519042969,78.252197265625,60.44576644897461,61.18987274169922,65.73779296875,65.6197509765625,71.15032958984375,65.27824401855469,57.984703063964844,69.94847869873047,63.59119415283203,60.8842658996582,59.76374816894531,70.01131439208984,67.6554946899414,72.31129455566406,76.13514709472656,71.2966537475586,73.06864929199219,63.89158248901367,65.60953521728516,76.62841796875,66.62124633789062,60.90351867675781,68.69054412841797,61.434967041015625,74.13348388671875,63.45431900024414,72.17376708984375,54.82563781738281,66.97006225585938,63.143287658691406,55.115814208984375,65.19810485839844,63.08661651611328,71.01543426513672,67.0356216430664,62.88723373413086,71.41149139404297,58.09622573852539,58.719730377197266,69.12834167480469,61.034889221191406
74.56459045410156,59.61524963378906,81.11508178710938,62.782073974609375,65.36225128173828,73.99455261230469,54.776031494140625,64.81942749023438,70.82414245605469,58.0348014831543,63.493900299072266,61.43178176879883,63.059814453125,72.0058364868164,67.40491485595703,71.70354461669922,74.3818588256836,60.00096893310547,58.27985382080078,73.20291900634766,74.917724609375,61.786590576171875,59.95082092285156,68.3059310913086,58.82082748413086,73.52925872802734,54.68753433227539,65.52347564697266,70.3290023803711,66.2231216430664,61.47578430175781,62.23866271972656,62.614131927490234,60.54718017578125,64.78077697753906,70.37834930419922,60.772239685058594,66.07415008544922,63.19752883911133,72.82096099853516,64.38105010986328,72.3136215209961,59.406028747558594,63.342315673828125,63.271785736083984,69.6642837524414,61.127777099609375,64.6478500366211,70.345458984375,67.77398681640625,64.13329315185547,69.17283630371094,55.561805725097656,58.709938049316406,75.80774688720703,72.9484634399414,69.14796447753906,60.37548065185547,73.9186782836914,61.83134841918945,63.8214111328125,58.378822326660156,68.42247009277344,70.31512451171875,61.68955612182617,61.42606735229492,64.62095642089844,62.65243911743164,75.43392181396484,64.34062194824219,59.82829284667969,65.23579406738281,66.75337219238281,58.99549865722656,53.222137451171875,58.43375778198242,61.92814254760742,59.421504974365234,49.41066360473633,69.89371490478516,56.85551071166992,68.13445281982422,73.38925170898438,74.01045227050781,69.69258880615234,57.92604064941406,64.36666870117188,61.2530517578125,62.3723030090332,61.383880615234375,69.94810485839844,68.83708953857422,69.0757827758789,53.073577880859375,62.90306854248047,66.48844146728516,67.27568817138672,60.27790451049805,70.42761993408203,61.74155044555664,59.96123504638672,69.73486328125,56.42707443237305,68.5037841796875,61.72144317626953,70.22345733642578,61.74749755859375,56.2797737121582,60.662086486816406,59.6475715637207,62.810386657714844,72.97093200683594,63.880157470703125,71.77115631103516,66.1188735961914,71.42931365966797,65.58422088623047,60.15747833251953,64.41963958740234,65.40843963623047,67.42425537109375,74.20893096923828,59.04298400878906,70.3271484375,61.829734802246094,69.06006622314453,66.47022247314453,61.52167510986328,59.346229553222656,72.9625473022461,59.472434997558594,70.40283203125,64.34577178955078,69.36317443847656,52.88274383544922,64.94313049316406,62.54465103149414,75.85865020751953,64.69226837158203,61.953651428222656,69.85379791259766,68.0392074584961,63.51199722290039,60.491966247558594,58.42465591430664,59.8259162902832,61.83932876586914,56.569427490234375
68.98915100097656,68.83724212646484,74.5601806640625,63.10905838012695,68.8632583618164,72.48493194580078,65.1082763671875,61.9720344543457,69.52267456054688,56.54412078857422,63.50231170654297,64.47016143798828,67.53746795654297,70.5228042602539,64.08483123779297,70.6884765625,73.68446350097656,56.917972564697266,60.19462203979492,70.88146209716797,72.14603424072266,56.99213790893555,60.59425354003906,66.34183502197266,65.20661926269531,71.4371337890625,53.782039642333984,65.30420684814453,56.859352111816406,66.64636993408203,60.390438079833984,68.83042907714844,65.49468231201172,61.367435455322266,60.87981033325195,60.287654876708984,65.09223175048828,66.83464813232422,63.040767669677734,75.44511413574219,64.64582824707031,69.54508972167969,59.07500457763672,60.526180267333984,68.97337341308594,64.1854019165039,59.160160064697266,63.31074905395508,65.96710968017578,62.70169448852539,64.20744323730469,69.81845092773438,55.83366775512695,59.838199615478516,73.87830352783203,65.22145080566406,70.56175231933594,64.98595428466797,69.73939514160156,66.26019287109375,57.07786178588867,57.59117126464844,63.58646774291992,67.6296615600586,64.95692443847656,62.088958740234375,61.24041748046875,64.27521514892578,72.76319122314453,57.29677200317383,67.24723815917969,59.363304138183594,65.62049102783203,60.034297943115234,61.211116790771484,60.739898681640625,65.50524139404297,60.715328216552734,58.2376708984375,63.1716423034668,59.59433364868164,58.64097595214844,68.26820373535156,73.89021301269531,75.85517883300781,70.42079162597656,64.4573745727539,63.741546630859375,57.02940368652344,63.54206085205078,67.49478912353516,73.28059387207031,66.2157974243164,60.69649887084961,63.27539825439453,57.882965087890625,61.27475357055664,63.23735046386719,61.263580322265625,56.182945251464844,60.433189392089844,73.34184265136719,54.79701232910156,70.30242919921875,61.6445426940918,55.868614196777344,62.06728744506836,59.9756965637207,65.95772552490234,56.483123779296875,64.53810119628906,70.60570526123047,62.10504150390625,65.55606842041016,64.61138153076172,68.59748077392578,67.80668640136719,66.86737823486328,67.06910705566406,71.77994537353516,67.13401794433594,72.22393035888672,65.833251953125,63.62236785888672,65.36212921142578,69.91752624511719,58.95219421386719,57.49140930175781,63.25510787963867,74.67595672607422,66.090576171875,68.18023681640625,69.01398468017578,74.04493713378906,59.29815673828125,63.6607666015625,61.80325698852539,63.329856872558594,71.6856460571289,62.93023681640625,70.87203979492188,56.621498107910156,65.52210998535156,58.49924087524414,44.59553146362305,65.47964477539062,67.00877380371094,58.12586975097656
69.06945037841797,65.95449829101562,69.42596435546875,65.10987091064453,61.3046760559082,70.22960662841797,63.063751220703125,54.91743850708008,61.53131103515625,60.025691986083984,58.799476623535156,62.371707916259766,70.94442749023438,69.66207885742188,70.8931884765625,74.24307250976562,62.375919342041016,57.0787353515625,76.24796295166016,72.4848861694336,72.09784698486328,61.45991516113281,59.08323669433594,60.31787872314453,63.09917068481445,70.4780044555664,61.73683547973633,59.650604248046875,60.198570251464844,64.53955841064453,58.98328399658203,65.0716781616211,60.744720458984375,61.06758117675781,58.3753776550293,62.06374740600586,64.05299377441406,64.92040252685547,61.4979133605957,70.31488037109375,63.526187896728516,66.22084045410156,60.21713638305664,57.04104995727539,69.65139770507812,65.74327087402344,65.88472747802734,65.79280853271484,73.08478546142578,65.8548583984375,60.738460540771484,70.73123168945312,59.13117980957031,60.29245376586914,71.3958969116211,65.70232391357422,68.28483581542969,60.883216857910156,76.63373565673828,70.82588958740234,57.61500549316406,61.15949249267578,68.82454681396484,69.26335144042969,66.13813018798828,61.64229965209961,70.04351043701172,65.3182601928711,73.23677062988281,62.673885345458984,65.87934875488281,62.45758056640625,53.14533615112305,66.5664291381836,52.62188720703125,57.38053894042969,60.41363525390625,64.15538024902344,62.906341552734375,64.96389770507812,59.9004020690918,60.82654571533203,67.59523010253906,71.38184356689453,69.97505950927734,75.0435791015625,65.09931182861328,66.34722900390625,62.067806243896484,71.1061782836914,67.29251098632812,61.435829162597656,64.75651550292969,70.0833511352539,63.18822479248047,59.15709686279297,61.50969314575195,61.118186950683594,60.17555618286133,63.54606246948242,64.2828140258789,72.9986343383789,60.37593460083008,69.63194274902344,62.74518966674805,56.62165451049805,61.26950454711914,59.474491119384766,67.63257598876953,59.39057540893555,65.84754943847656,66.31745910644531,61.039913177490234,57.40249252319336,59.93315505981445,56.31719207763672,68.14867401123047,67.38045501708984,71.60888671875,63.249759674072266,74.60874938964844,64.98917388916016,65.55390930175781,63.65974426269531,59.807289123535156,63.94486999511719,66.26994323730469,66.0313949584961,64.18380737304688,67.97135162353516,66.81209564208984,69.56739807128906,62.735862731933594,68.82649993896484,60.088775634765625,65.00997924804688,62.64813995361328,59.07803726196289,71.77082061767578,60.315792083740234,70.5621566772461,67.07937622070312,63.68839645385742,60.04495620727539,54.99390411376953,63.30861282348633,62.75115203857422,55.7333869934082
70.03287506103516,61.82255172729492,71.5629653930664,60.05902099609375,63.62615966796875,63.73667907714844,66.9621810913086,62.391326904296875,61.25215148925781,61.50120544433594,61.34754943847656,63.71672821044922,71.61842346191406,68.7383804321289,63.35466003417969,64.50028228759766,69.66000366210938,55.882869720458984,61.231414794921875,67.02140045166016,74.76251983642578,58.968631744384766,60.6612434387207,68.6691665649414,62.810115814208984,71.71365356445312,50.62140655517578,64.07168579101562,62.53929138183594,67.57630157470703,61.70199966430664,67.59955596923828,62.76045608520508,58.527015686035156,61.122894287109375,63.686553955078125,60.97574234008789,68.53296661376953,64.61865997314453,70.35227966308594,59.591304779052734,68.50225067138672,60.2050666809082,75.20723724365234,66.79312896728516,61.43419647216797,59.0418701171875,63.82572555541992,65.75253295898438,61.900169372558594,62.090091705322266,65.78627014160156,62.785465240478516,61.7589225769043,67.96318054199219,73.197265625,71.65918731689453,68.16012573242188,69.4296875,62.57480239868164,60.25191116333008,57.22632598876953,65.85472106933594,55.72183609008789,66.07735443115234,60.875732421875,65.18136596679688,62.39623260498047,72.34877014160156,64.55834197998047,52.4385871887207,61.510311126708984,59.26464080810547,59.29117202758789,63.6547966003418,52.66539001464844,62.961219787597656,63.55360794067383,52.399818420410156,61.82331466674805,61.85246276855469,67.46820831298828,70.302978515625,63.182151794433594,62.96996307373047,66.63822174072266,71.44440460205078,64.66944122314453,55.1551513671875,58.31441116333008,67.62519836425781,62.110679626464844,61.75197982788086,63.12722396850586,64.12753295898438,59.05987548828125,63.3827018737793,63.40916061401367,55.67013168334961,65.89576721191406,65.52781677246094,74.79863739013672,62.19966506958008,65.80621337890625,59.02675247192383,62.89820098876953,67.83843994140625,60.426002502441406,62.379241943359375,56.29063415527344,58.41222381591797,64.90743255615234,62.27373504638672,55.21714782714844,70.9051513671875,56.62866973876953,56.77075958251953,67.94427490234375,64.9276351928711,65.13270568847656,71.30733489990234,69.52197265625,60.592376708984375,68.66417694091797,61.4124641418457,67.16596221923828,65.74105072021484,70.84471893310547,62.752960205078125,66.77228546142578,65.00907897949219,63.62884521484375,60.385154724121094,65.80618286132812,57.43515396118164,68.78378295898438,59.728580474853516,61.531185150146484,64.71528625488281,62.96098709106445,71.6362533569336,66.18585205078125,57.88682174682617,63.01026916503906,54.3955192565918,60.286556243896484,63.90522766113281,54.92424774169922
74.08737182617188,62.59822082519531,70.18151092529297,57.9561767578125,60.47653579711914,65.3757095336914,70.01822662353516,64.49979400634766,66.41259002685547,52.080528259277344,58.49272537231445,64.81279754638672,73.5380859375,65.37812042236328,62.444400787353516,68.84385681152344,72.23571014404297,58.34988784790039,56.78365707397461,71.33570861816406,71.31212615966797,64.90936279296875,60.00783920288086,68.39944458007812,62.422855377197266,68.10897064208984,67.62543487548828,63.33441925048828,54.957725524902344,58.78040313720703,62.54005432128906,68.42761993408203,63.40325927734375,64.8089370727539,58.24104690551758,67.38990020751953,63.79916000366211,67.29036712646484,55.00199890136719,68.76415252685547,62.183265686035156,62.09421157836914,61.92100524902344,58.173828125,73.08404541015625,71.31236267089844,58.36009979248047,66.58174896240234,64.10539245605469,63.720340728759766,67.3913803100586,69.66279602050781,64.64484405517578,63.739620208740234,66.38703918457031,66.5239486694336,70.1031723022461,60.153717041015625,73.87740325927734,61.60204315185547,54.28862762451172,60.18772888183594,67.41342163085938,54.26642990112305,61.41725158691406,61.449283599853516,67.59168243408203,63.25457000732422,63.711280822753906,58.25579833984375,58.73017120361328,65.2880630493164,62.1077880859375,65.57208251953125,60.43775177001953,57.73030090332031,63.86682891845703,52.59678268432617,49.334346771240234,63.13431930541992,57.51346206665039,59.682647705078125,63.43943405151367,70.78888702392578,63.268978118896484,61.669647216796875,73.39813232421875,70.4879150390625,58.563690185546875,61.147342681884766,61.44716262817383,61.70859909057617,62.27582550048828,61.047691345214844,56.964622497558594,60.7652587890625,61.0085563659668,63.85607147216797,59.160701751708984,62.03657913208008,65.86734008789062,72.84549713134766,66.40958404541016,69.14201354980469,58.746726989746094,57.111202239990234,67.39470672607422,59.1336669921875,67.31251525878906,59.059844970703125,59.56568908691406,69.23320007324219,60.249996185302734,57.40085220336914,67.4930419921875,58.8458251953125,61.6760139465332,64.29668426513672,65.63275146484375,70.42520141601562,65.98318481445312,73.71402740478516,63.94880294799805,72.19654083251953,59.632503509521484,69.05412292480469,70.2038345336914,65.28327178955078,59.9940185546875,75.38030242919922,61.2203369140625,61.111087799072266,62.41996765136719,69.19723510742188,62.1673469543457,60.452728271484375,54.79618835449219,73.33726501464844,62.68522262573242,62.769432067871094,68.06423950195312,62.25220489501953,58.0433235168457,58.868324279785156,57.215911865234375,57.7725944519043,66.32259368896484,61.26343536376953
72.32087707519531,65.38995361328125,65.19827270507812,60.139854431152344,69.04319763183594,71.54930877685547,64.88417053222656,62.13872528076172,69.68938446044922,58.866455078125,61.80729675292969,63.39152908325195,72.35997772216797,66.58025360107422,55.24900436401367,61.79346466064453,65.17063903808594,58.819854736328125,57.91935348510742,75.35340881347656,70.47869110107422,65.90304565429688,57.063148498535156,55.93773651123047,55.71034622192383,73.23023223876953,57.601749420166016,60.942256927490234,55.88067626953125,62.22837448120117,47.06432342529297,60.456966400146484,68.9693603515625,55.8300666809082,59.726375579833984,64.63932800292969,59.067813873291016,59.97407531738281,62.90730285644531,72.62666320800781,59.413177490234375,69.14562225341797,57.54314041137695,65.27193450927734,65.89058685302734,73.20903778076172,60.10939407348633,66.73936462402344,64.29049682617188,63.29873275756836,69.3364028930664,73.5040512084961,62.736934661865234,59.32568359375,72.2392807006836,64.75328063964844,67.90650939941406,60.90399169921875,68.68035125732422,68.63137817382812,57.060970306396484,50.616310119628906,63.2430305480957,58.743167877197266,63.87905502319336,63.5823860168457,62.195594787597656,62.333126068115234,72.82086181640625,58.6653938293457,59.69686508178711,58.822471618652344,56.268524169921875,59.41059494018555,61.02216339111328,61.79961395263672,67.84687805175781,59.86201858520508,45.97317886352539,63.894039154052734,60.16349792480469,58.567745208740234,63.00467300415039,70.27279663085938,65.42399597167969,61.27988052368164,62.82062530517578,70.90966796875,64.54431915283203,58.40178298950195,67.06378173828125,63.72639083862305,69.36437225341797,58.92987060546875,61.559574127197266,60.13597869873047,67.72745513916016,67.59344482421875,60.20293426513672,62.64736557006836,57.56236267089844,65.91146850585938,63.0570182800293,62.39655685424805,59.21510314941406,60.211181640625,67.95337677001953,55.08555603027344,65.07540893554688,61.18508529663086,55.16542053222656,68.63214111328125,66.68940734863281,60.27659225463867,64.6490707397461,67.3781509399414,63.79954147338867,61.104034423828125,63.83730697631836,68.46623229980469,62.16883850097656,66.56446838378906,61.481685638427734,74.40168762207031,63.77199172973633,67.69454956054688,72.85099792480469,61.76918029785156,57.52278518676758,71.6407470703125,65.5436782836914,67.8464126586914,70.17195129394531,67.7068862915039,68.33293151855469,66.32823944091797,60.32797622680664,71.06326293945312,54.644222259521484,61.43163299560547,65.20197296142578,61.28904342651367,61.934364318847656,60.07419967651367,46.95712661743164,65.99776458740234,62.233673095703125,58.51377868652344
